transaction_id,vendor_id,department,region,procurement_method,contract_amount,invoice_amount,claimed_units,verified_units,number_of_bidders,tender_duration_days,has_checker,has_approver,coi_declared,past_complaints_12m,variation_order_count,variation_order_amount,late_delivery_days,duplicate_invoice_flag,round_amount_flag,split_purchase_flag,invoice_contract_ratio,invoice_contract_variance,claim_variance_units,claim_variance_pct,direct_award_flag,emergency_procurement_flag,single_bidder_flag,short_tender_flag,missing_checker_flag,missing_approver_flag,complaint_flag,vo_amount_ratio,late_delivery_flag,risk_score,risk_level,review_required
TXN-000238,VEND-0114,Project Management,Sabah,Open Tender,45681.52,37636.7,427,427,8,44,1,1,0,0,1,4732.65,14,0,0,0,0.8239,-8044.82,0,0.0,0,0,0,0,0,0,0,0.1036,0,0,Low,No
TXN-000239,VEND-0074,Facilities,Northern,Open Tender,29332.26,24000.0,445,445,8,25,1,1,0,0,1,4676.32,6,0,1,0,0.8182,-5332.26,0,0.0,0,0,0,0,0,0,0,0.1594,0,5,Low,No
TXN-000240,VEND-0054,Procurement,Sabah,Open Tender,4121.4,4300.0,497,497,4,5,1,1,1,0,0,0.0,17,0,1,0,1.0433,178.6,0,0.0,0,0,0,1,0,0,0,0.0,1,60,High,Yes
TXN-000241,VEND-0106,Procurement,Southern,RFQ,6091.68,5967.12,189,189,6,15,1,1,0,0,2,324.83,13,0,0,0,0.9796,-124.56,0,0.0,0,0,0,0,0,0,0,0.0533,0,0,Low,No
TXN-000242,VEND-0070,Finance,Northern,Open Tender,46189.68,37743.74,498,498,2,16,1,1,0,0,2,13510.8,1,0,0,0,0.8171,-8445.94,0,0.0,0,0,0,0,0,0,0,0.2925,0,10,Low,No
TXN-000243,VEND-0074,Project Management,East Coast,Panel Vendor,4575.25,6040.45,403,393,6,5,0,0,0,0,0,0.0,5,0,0,0,1.3202,1465.2,10,0.0254,0,0,0,1,1,1,0,0.0,0,95,Critical,Yes
TXN-000244,VEND-0076,Finance,Central,Open Tender,2924.21,2900.0,417,417,7,23,1,1,0,0,0,0.0,6,0,1,0,0.9917,-24.21,0,0.0,0,0,0,0,0,0,0,0.0,0,5,Low,No
TXN-000245,VEND-0029,Finance,Central,RFQ,29475.07,28150.24,256,256,6,15,1,1,0,0,0,0.0,9,0,0,0,0.9551,-1324.83,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000246,VEND-0061,Procurement,Sabah,Open Tender,91501.52,83000.0,431,431,7,59,1,1,0,0,6,14102.9,3,0,1,0,0.9071,-8501.52,0,0.0,0,0,0,0,0,0,0,0.1541,0,15,Low,No
TXN-000247,VEND-0047,Procurement,Sabah,RFQ,2854.79,2631.12,499,499,5,18,1,1,0,0,0,0.0,11,0,0,0,0.9217,-223.67,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000248,VEND-0067,Project Management,Sabah,Direct Award,41771.58,38326.15,157,157,3,14,0,1,0,0,0,0.0,6,0,0,0,0.9175,-3445.43,0,0.0,1,0,0,0,1,0,0,0.0,0,25,Medium,No
TXN-000249,VEND-0019,Operations,Southern,RFQ,4933.01,4089.85,208,208,1,21,1,1,0,0,2,260.68,9,0,0,0,0.8291,-843.16,0,0.0,0,0,1,0,0,0,0,0.0528,0,10,Low,No
TXN-000250,VEND-0045,Procurement,East Coast,Emergency Procurement,42560.22,35597.98,201,182,1,3,1,1,0,0,1,5628.17,13,0,0,0,0.8364,-6962.24,19,0.1044,0,1,1,1,0,0,0,0.1322,0,50,High,Yes
TXN-000251,VEND-0018,Procurement,Sabah,Panel Vendor,13182.53,10511.45,190,190,7,58,1,1,0,0,0,0.0,0,0,0,0,0.7974,-2671.08,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000252,VEND-0086,Finance,Southern,Direct Award,153298.73,134706.23,569,391,1,10,1,1,0,1,0,0.0,3,0,0,0,0.8787,-18592.5,178,0.4552,1,0,1,0,0,0,1,0.0,0,60,High,Yes
TXN-000253,VEND-0058,Corporate Services,Central,RFQ,46684.82,44691.3,273,273,5,16,1,1,0,0,0,0.0,12,0,0,0,0.9573,-1993.52,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000254,VEND-0086,Operations,Sarawak,Open Tender,25997.74,21991.2,51,51,1,5,1,1,0,0,6,582.99,12,0,0,0,0.8459,-4006.54,0,0.0,0,0,1,1,0,0,0,0.0224,0,30,Medium,No
TXN-000255,VEND-0084,IT,Southern,Open Tender,52393.87,47061.93,2,2,8,35,1,1,0,0,0,0.0,11,0,0,0,0.8982,-5331.94,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000256,VEND-0052,Project Management,Central,Open Tender,9547.15,10000.0,270,270,7,57,1,1,0,0,1,652.48,6,0,1,1,1.0474,452.85,0,0.0,0,0,0,0,0,0,0,0.0683,0,45,Medium,No
TXN-000257,VEND-0050,Facilities,Central,Direct Award,13297.7,10391.41,294,294,1,12,1,1,0,0,0,0.0,26,0,0,0,0.7814,-2906.29,0,0.0,1,0,1,0,0,0,0,0.0,1,25,Medium,No
TXN-000258,VEND-0075,Procurement,Southern,RFQ,39754.35,46346.72,218,218,2,3,0,1,0,0,5,2174.99,3,0,0,0,1.1658,6592.37,0,0.0,0,0,0,1,1,0,0,0.0547,0,55,High,Yes
TXN-000259,VEND-0033,IT,Northern,Panel Vendor,14867.72,13981.32,355,355,6,5,1,1,0,0,0,0.0,5,0,0,0,0.9404,-886.4,0,0.0,0,0,0,1,0,0,0,0.0,0,10,Low,No
TXN-000260,VEND-0119,Finance,Southern,Panel Vendor,27482.55,26897.24,408,408,2,59,1,1,0,0,1,3334.34,8,0,0,0,0.9787,-585.31,0,0.0,0,0,0,0,0,0,0,0.1213,0,0,Low,No
TXN-000261,VEND-0118,Facilities,Southern,RFQ,14391.94,16874.71,411,411,7,10,1,1,0,0,1,2314.27,10,0,0,0,1.1725,2482.77,0,0.0,0,0,0,0,0,0,0,0.1608,0,20,Low,No
TXN-000262,VEND-0105,Corporate Services,Sarawak,RFQ,9567.59,7600.0,361,305,5,20,1,1,0,0,0,0.0,11,0,1,0,0.7943,-1967.59,56,0.1836,0,0,0,0,0,0,0,0.0,0,25,Medium,No
TXN-000263,VEND-0098,Operations,Sabah,Direct Award,30846.91,34186.46,425,425,1,12,0,1,0,0,4,1665.19,0,0,0,0,1.1083,3339.55,0,0.0,1,0,1,0,1,0,0,0.054,0,65,High,Yes
TXN-000264,VEND-0042,IT,Southern,Open Tender,4572.14,3434.63,438,438,8,26,1,1,0,0,0,0.0,9,0,0,0,0.7512,-1137.51,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000265,VEND-0092,Operations,Central,Emergency Procurement,13041.87,11796.95,365,365,1,1,1,1,0,0,1,331.87,5,0,0,0,0.9045,-1244.92,0,0.0,0,1,1,1,0,0,0,0.0254,0,30,Medium,No
TXN-000266,VEND-0043,Operations,Central,Panel Vendor,65771.92,76046.74,282,282,1,35,1,1,0,0,4,3120.3,21,0,0,0,1.1562,10274.82,0,0.0,0,0,1,0,0,0,0,0.0474,1,45,Medium,No
TXN-000267,VEND-0101,Procurement,Central,Open Tender,86137.0,65515.77,380,317,6,40,1,1,0,0,4,4274.45,21,0,0,0,0.7606,-20621.23,63,0.1987,0,0,0,0,0,0,0,0.0496,1,35,Medium,No
TXN-000268,VEND-0050,Operations,Central,RFQ,70074.79,80471.81,74,74,8,16,1,1,0,0,2,23489.97,0,1,0,0,1.1484,10397.02,0,0.0,0,0,0,0,0,0,0,0.3352,0,55,High,Yes
TXN-000269,VEND-0011,Corporate Services,Sabah,RFQ,14711.29,15674.77,323,323,6,7,1,1,0,0,2,2393.55,83,0,0,0,1.0655,963.48,0,0.0,0,0,0,0,0,0,0,0.1627,1,30,Medium,No
TXN-000270,VEND-0022,Finance,Sarawak,Open Tender,36786.39,27546.91,148,148,5,49,1,1,0,2,0,0.0,4,1,0,0,0.7488,-9239.48,0,0.0,0,0,0,0,0,0,1,0.0,0,35,Medium,No
TXN-000271,VEND-0032,Facilities,Southern,RFQ,10001.3,8000.0,413,413,2,6,1,1,0,0,1,3943.98,0,0,1,0,0.7999,-2001.3,0,0.0,0,0,0,1,0,0,0,0.3943,0,25,Medium,No
TXN-000272,VEND-0108,Project Management,East Coast,Open Tender,38785.46,39594.03,116,116,8,45,1,1,0,0,0,0.0,28,0,0,0,1.0208,808.57,0,0.0,0,0,0,0,0,0,0,0.0,1,25,Medium,No
TXN-000273,VEND-0026,Project Management,Central,Open Tender,43276.39,32440.67,343,343,6,30,1,1,0,0,1,1723.2,0,0,0,0,0.7496,-10835.72,0,0.0,0,0,0,0,0,0,0,0.0398,0,0,Low,No
TXN-000274,VEND-0062,Corporate Services,Central,Open Tender,77012.43,98103.0,206,206,8,35,1,1,0,0,0,0.0,4,0,0,0,1.2739,21090.57,0,0.0,0,0,0,0,0,0,0,0.0,0,30,Medium,No
TXN-000275,VEND-0049,IT,Northern,Panel Vendor,85289.46,66392.28,438,438,1,28,1,1,1,0,3,5824.16,69,0,0,0,0.7784,-18897.18,0,0.0,0,0,1,0,0,0,0,0.0683,1,50,High,Yes
TXN-000276,VEND-0088,Facilities,Sabah,RFQ,44619.72,42248.42,244,244,2,19,1,1,0,0,1,3816.0,3,0,0,0,0.9469,-2371.3,0,0.0,0,0,0,0,0,0,0,0.0855,0,0,Low,No
TXN-000277,VEND-0103,IT,Sarawak,Open Tender,30194.05,26057.32,301,277,4,37,1,1,0,0,0,0.0,23,0,0,0,0.863,-4136.73,24,0.0866,0,0,0,0,0,0,0,0.0,1,25,Medium,No
TXN-000278,VEND-0006,Facilities,Sarawak,Open Tender,13349.92,10319.08,2,2,7,46,1,1,0,0,4,1798.38,9,0,0,0,0.773,-3030.84,0,0.0,0,0,0,0,0,0,0,0.1347,0,10,Low,No
TXN-000279,VEND-0115,IT,Northern,RFQ,45313.08,39184.47,360,360,6,12,1,1,0,0,1,4053.72,13,0,0,0,0.8647,-6128.61,0,0.0,0,0,0,0,0,0,0,0.0895,0,0,Low,No
TXN-000280,VEND-0023,Project Management,Central,Open Tender,47662.03,54258.19,381,259,7,51,1,1,0,1,0,0.0,14,0,0,0,1.1384,6596.16,122,0.471,0,0,0,0,0,0,1,0.0,0,60,High,Yes
TXN-000281,VEND-0003,Project Management,Northern,Direct Award,81562.65,75688.88,60,51,1,12,1,1,0,2,2,13673.51,14,0,0,1,0.928,-5873.77,9,0.1765,1,0,1,0,0,0,1,0.1676,0,70,High,Yes
TXN-000282,VEND-0060,Operations,East Coast,Open Tender,8756.35,9450.28,318,318,1,57,1,1,0,0,0,0.0,23,0,0,0,1.0792,693.93,0,0.0,0,0,1,0,0,0,0,0.0,1,35,Medium,No
TXN-000283,VEND-0014,IT,Central,Open Tender,33141.85,27729.82,386,386,1,3,1,1,1,0,0,0.0,25,0,0,0,0.8367,-5412.03,0,0.0,0,0,1,1,0,0,0,0.0,1,45,Medium,No
TXN-000284,VEND-0042,IT,Central,RFQ,24979.13,31183.73,332,332,5,14,1,1,0,0,0,0.0,6,0,0,0,1.2484,6204.6,0,0.0,0,0,0,0,0,0,0,0.0,0,30,Medium,No
TXN-000285,VEND-0079,Procurement,Central,Open Tender,84306.27,108179.24,54,54,1,32,1,0,0,4,4,12669.12,1,0,0,0,1.2832,23872.97,0,0.0,0,0,1,0,0,1,1,0.1503,0,90,Critical,Yes
TXN-000286,VEND-0017,Finance,Sabah,Open Tender,34202.19,34000.0,69,69,8,1,1,0,0,0,0,0.0,14,0,1,0,0.9941,-202.19,0,0.0,0,0,0,1,0,1,0,0.0,0,35,Medium,No
TXN-000287,VEND-0019,Facilities,Central,Open Tender,187703.74,185737.99,134,134,8,20,1,1,0,0,4,30651.47,1,0,0,0,0.9895,-1965.75,0,0.0,0,0,0,0,0,0,0,0.1633,0,10,Low,No
TXN-000288,VEND-0045,Project Management,Central,Open Tender,9630.25,8500.0,270,270,5,6,1,0,0,0,4,1066.76,10,0,1,1,0.8826,-1130.25,0,0.0,0,0,0,1,0,1,0,0.1108,0,65,High,Yes
TXN-000289,VEND-0009,Procurement,Sabah,RFQ,44971.91,35887.19,251,251,4,21,1,1,0,0,1,6839.34,52,0,0,0,0.798,-9084.72,0,0.0,0,0,0,0,0,0,0,0.1521,1,10,Low,No
TXN-000290,VEND-0104,Finance,Southern,Open Tender,7458.39,7433.68,181,181,7,37,1,1,0,0,2,152.94,6,0,0,0,0.9967,-24.71,0,0.0,0,0,0,0,0,0,0,0.0205,0,0,Low,No
TXN-000291,VEND-0092,IT,Northern,RFQ,24381.72,26536.68,453,438,8,17,1,1,0,0,0,0.0,3,0,0,0,1.0884,2154.96,15,0.0342,0,0,0,0,0,0,0,0.0,0,40,Medium,No
TXN-000292,VEND-0029,IT,Central,Open Tender,85436.3,71888.66,381,381,7,33,1,1,0,0,0,0.0,6,0,0,0,0.8414,-13547.64,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000293,VEND-0088,IT,Southern,RFQ,19509.61,16002.07,336,202,1,2,1,1,0,3,6,3494.33,15,0,0,1,0.8202,-3507.54,134,0.6634,0,0,1,1,0,0,1,0.1791,1,100,Critical,Yes
TXN-000294,VEND-0009,Facilities,Sarawak,Direct Award,99305.28,106651.59,247,247,1,8,1,0,0,0,3,16787.72,14,1,0,0,1.074,7346.31,0,0.0,1,0,1,0,0,1,0,0.1691,0,95,Critical,Yes
TXN-000295,VEND-0003,Procurement,Central,Direct Award,21998.75,21314.93,246,246,2,10,1,1,0,0,3,2484.53,26,0,0,0,0.9689,-683.82,0,0.0,1,0,0,0,0,0,0,0.1129,1,25,Medium,No
TXN-000296,VEND-0110,Facilities,Sabah,Open Tender,15301.75,11276.88,85,85,4,57,1,1,0,0,1,1721.48,9,0,0,1,0.737,-4024.87,0,0.0,0,0,0,0,0,0,0,0.1125,0,20,Low,No
TXN-000297,VEND-0096,Finance,Sabah,Direct Award,52337.54,44571.92,289,272,1,12,1,1,0,0,0,0.0,12,0,0,0,0.8516,-7765.62,17,0.0625,1,0,1,0,0,0,0,0.0,0,40,Medium,No
TXN-000298,VEND-0104,Procurement,Sarawak,Panel Vendor,36300.69,35207.34,255,255,3,51,1,1,0,0,0,0.0,12,0,0,0,0.9699,-1093.35,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000299,VEND-0033,Project Management,Central,Open Tender,76008.82,70000.0,415,415,6,16,1,1,0,0,0,0.0,8,0,1,0,0.9209,-6008.82,0,0.0,0,0,0,0,0,0,0,0.0,0,5,Low,No
TXN-000300,VEND-0057,Procurement,Northern,Open Tender,20351.6,18100.18,68,68,5,26,1,1,0,0,0,0.0,12,0,0,0,0.8894,-2251.42,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000301,VEND-0055,Corporate Services,East Coast,Panel Vendor,13115.14,18146.7,322,322,1,21,1,1,0,0,6,1594.52,7,0,0,0,1.3836,5031.56,0,0.0,0,0,1,0,0,0,0,0.1216,0,50,High,Yes
TXN-000302,VEND-0066,Procurement,Sarawak,RFQ,7180.49,8758.62,290,290,4,4,1,1,0,0,1,2334.07,11,0,0,0,1.2198,1578.13,0,0.0,0,0,0,1,0,0,0,0.3251,0,50,High,Yes
TXN-000303,VEND-0083,Finance,Northern,Open Tender,2231.48,1881.52,6,6,5,42,1,1,0,0,0,0.0,1,0,0,0,0.8432,-349.96,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000304,VEND-0086,Facilities,Southern,RFQ,33550.1,30988.27,315,315,4,8,1,1,0,0,1,5392.25,12,0,0,0,0.9236,-2561.83,0,0.0,0,0,0,0,0,0,0,0.1607,0,0,Low,No
TXN-000305,VEND-0086,Project Management,Sarawak,Panel Vendor,24311.23,20767.05,286,243,1,5,1,1,0,0,0,0.0,2,0,0,1,0.8542,-3544.18,43,0.177,0,0,1,1,0,0,0,0.0,0,60,High,Yes
TXN-000306,VEND-0107,Operations,Northern,Panel Vendor,11464.31,10250.96,465,383,3,43,1,1,0,0,1,2020.62,9,0,0,1,0.8942,-1213.35,82,0.2141,0,0,0,0,0,0,0,0.1763,0,40,Medium,No
TXN-000307,VEND-0101,Finance,East Coast,Open Tender,47588.15,51000.0,345,345,8,59,0,0,0,0,6,4189.13,0,0,1,0,1.0717,3411.85,0,0.0,0,0,0,0,1,1,0,0.088,0,70,High,Yes
TXN-000308,VEND-0104,IT,East Coast,Open Tender,43874.77,42000.0,99,99,7,54,1,1,0,0,0,0.0,19,0,1,0,0.9573,-1874.77,0,0.0,0,0,0,0,0,0,0,0.0,1,10,Low,No
TXN-000309,VEND-0109,Project Management,Northern,Open Tender,35631.21,29843.45,89,89,8,49,1,1,0,0,1,2674.17,5,0,0,0,0.8376,-5787.76,0,0.0,0,0,0,0,0,0,0,0.0751,0,0,Low,No
TXN-000310,VEND-0079,Project Management,Southern,Panel Vendor,41570.63,39000.0,305,252,4,54,1,1,1,1,1,1778.59,11,0,1,0,0.9382,-2570.63,53,0.2103,0,0,0,0,0,0,1,0.0428,0,55,High,Yes
TXN-000311,VEND-0116,Finance,Sabah,Direct Award,50211.08,42431.31,152,152,2,13,1,1,0,0,0,0.0,4,0,0,0,0.8451,-7779.77,0,0.0,1,0,0,0,0,0,0,0.0,0,10,Low,No
TXN-000312,VEND-0008,Procurement,Sabah,Panel Vendor,22973.6,18826.42,11,11,7,36,1,1,0,0,0,0.0,8,0,0,0,0.8195,-4147.18,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000313,VEND-0106,Project Management,Northern,RFQ,156651.11,140873.38,103,103,5,16,1,1,0,0,1,11896.83,15,0,0,0,0.8993,-15777.73,0,0.0,0,0,0,0,0,0,0,0.0759,1,5,Low,No
TXN-000314,VEND-0050,Operations,East Coast,Open Tender,19380.99,23532.3,230,230,7,59,1,1,0,0,4,6828.0,3,0,0,0,1.2142,4151.31,0,0.0,0,0,0,0,0,0,0,0.3523,0,50,High,Yes
TXN-000315,VEND-0120,Corporate Services,Central,Direct Award,64534.44,55000.0,289,289,1,14,1,1,0,2,4,18401.52,5,0,1,0,0.8523,-9534.44,0,0.0,1,0,1,0,0,0,1,0.2851,0,55,High,Yes
TXN-000316,VEND-0112,Finance,Southern,Direct Award,7012.92,6619.96,52,52,1,9,1,1,0,0,1,728.07,2,0,0,0,0.944,-392.96,0,0.0,1,0,1,0,0,0,0,0.1038,0,20,Low,No
TXN-000317,VEND-0005,Project Management,Southern,Open Tender,49980.37,36742.8,109,109,2,49,1,1,0,0,4,3710.5,68,0,0,1,0.7351,-13237.57,0,0.0,0,0,0,0,0,0,0,0.0742,1,40,Medium,No
TXN-000318,VEND-0021,Facilities,Central,Open Tender,23079.06,21931.6,363,363,2,31,1,1,0,0,0,0.0,9,0,0,0,0.9503,-1147.46,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000319,VEND-0066,Project Management,Northern,RFQ,25694.23,24065.73,494,494,8,8,1,1,0,0,1,1586.46,14,0,0,0,0.9366,-1628.5,0,0.0,0,0,0,0,0,0,0,0.0617,0,0,Low,No
TXN-000320,VEND-0097,Procurement,Central,Panel Vendor,33315.58,25735.25,285,285,1,36,1,1,0,0,1,3583.12,23,0,0,0,0.7725,-7580.33,0,0.0,0,0,1,0,0,0,0,0.1076,1,15,Low,No
TXN-000321,VEND-0012,Facilities,Sabah,Direct Award,6965.48,6300.0,7,6,3,11,1,1,0,1,6,359.96,9,0,1,0,0.9045,-665.48,1,0.1667,1,0,0,0,0,0,1,0.0517,0,55,High,Yes
TXN-000322,VEND-0009,IT,Central,Emergency Procurement,218665.0,196444.0,248,220,1,3,0,1,0,6,1,63452.52,20,0,0,1,0.8984,-22221.0,28,0.1273,0,1,1,1,1,0,1,0.2902,1,100,Critical,Yes
TXN-000323,VEND-0084,Procurement,Central,Panel Vendor,45845.59,36391.03,36,30,7,25,1,1,0,0,1,3554.5,2,0,0,0,0.7938,-9454.56,6,0.2,0,0,0,0,0,0,0,0.0775,0,20,Low,No
TXN-000324,VEND-0098,Procurement,Southern,Panel Vendor,29125.52,23493.56,408,408,4,24,1,1,0,0,1,1258.78,11,0,0,0,0.8066,-5631.96,0,0.0,0,0,0,0,0,0,0,0.0432,0,0,Low,No
TXN-000325,VEND-0095,Operations,Central,Open Tender,42472.68,34164.16,150,150,6,20,1,1,0,0,0,0.0,7,0,0,0,0.8044,-8308.52,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000326,VEND-0028,IT,Central,RFQ,54695.37,66891.61,253,253,7,12,1,1,0,0,0,0.0,3,0,0,0,1.223,12196.24,0,0.0,0,0,0,0,0,0,0,0.0,0,30,Medium,No
TXN-000327,VEND-0114,Project Management,East Coast,Panel Vendor,347573.5,376153.56,499,499,6,43,1,1,0,0,1,9020.21,12,0,0,0,1.0822,28580.06,0,0.0,0,0,0,0,0,0,0,0.026,0,20,Low,No
TXN-000328,VEND-0076,Facilities,Central,Open Tender,14456.32,16710.42,378,378,7,15,1,1,0,0,1,2147.19,0,0,0,0,1.1559,2254.1,0,0.0,0,0,0,0,0,0,0,0.1485,0,20,Low,No
TXN-000329,VEND-0043,Facilities,Northern,RFQ,37463.13,34968.81,260,260,3,16,1,1,0,0,0,0.0,3,0,0,0,0.9334,-2494.32,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000330,VEND-0012,Project Management,Sabah,Direct Award,5689.97,4200.0,236,191,1,7,1,1,0,0,2,733.92,4,0,1,0,0.7381,-1489.97,45,0.2356,1,0,1,0,0,0,0,0.129,0,45,Medium,No
TXN-000331,VEND-0008,Operations,Sarawak,Open Tender,38165.47,30770.57,414,414,8,28,1,1,0,0,1,2150.88,1,0,0,0,0.8062,-7394.9,0,0.0,0,0,0,0,0,0,0,0.0564,0,0,Low,No
TXN-000332,VEND-0071,Procurement,Central,Open Tender,8571.03,9300.0,18,16,5,27,0,1,0,1,0,0.0,24,0,1,0,1.0851,728.97,2,0.125,0,0,0,0,1,0,1,0.0,1,75,Critical,Yes
TXN-000333,VEND-0043,IT,Sabah,Open Tender,11427.7,9072.2,123,123,2,25,0,0,1,0,0,0.0,0,0,0,0,0.7939,-2355.5,0,0.0,0,0,0,0,1,1,0,0.0,0,55,High,Yes
TXN-000334,VEND-0109,IT,Northern,Open Tender,18087.73,16727.32,319,304,2,36,1,1,0,0,0,0.0,10,0,0,0,0.9248,-1360.41,15,0.0493,0,0,0,0,0,0,0,0.0,0,20,Low,No
TXN-000335,VEND-0066,Project Management,Southern,RFQ,29988.03,22200.57,307,307,7,9,1,1,0,0,1,3654.96,0,0,0,0,0.7403,-7787.46,0,0.0,0,0,0,0,0,0,0,0.1219,0,0,Low,No
TXN-000336,VEND-0074,Procurement,Sarawak,RFQ,30935.2,25031.62,492,492,2,15,1,0,0,0,0,0.0,9,0,0,0,0.8092,-5903.58,0,0.0,0,0,0,0,0,1,0,0.0,0,20,Low,No
TXN-000337,VEND-0067,Finance,Southern,Open Tender,32810.41,24734.83,316,316,2,46,1,1,0,0,0,0.0,27,0,0,0,0.7539,-8075.58,0,0.0,0,0,0,0,0,0,0,0.0,1,5,Low,No
TXN-000338,VEND-0071,Facilities,East Coast,Open Tender,29773.28,22105.34,253,253,1,30,1,1,1,0,2,4135.46,22,0,0,0,0.7425,-7667.94,0,0.0,0,0,1,0,0,0,0,0.1389,1,35,Medium,No
TXN-000339,VEND-0054,IT,Central,RFQ,36958.8,50485.42,324,324,5,13,1,1,0,0,0,0.0,0,0,0,0,1.366,13526.62,0,0.0,0,0,0,0,0,0,0,0.0,0,30,Medium,No
TXN-000340,VEND-0086,Operations,Central,Open Tender,23891.34,18701.39,410,410,5,26,1,1,0,0,1,3842.81,5,0,0,0,0.7828,-5189.95,0,0.0,0,0,0,0,0,0,0,0.1608,0,0,Low,No
TXN-000341,VEND-0017,IT,Sabah,Direct Award,124553.92,168834.52,16,9,1,12,1,1,0,0,1,36001.26,26,1,0,1,1.3555,44280.6,7,0.7778,1,0,1,0,0,0,0,0.289,1,100,Critical,Yes
TXN-000342,VEND-0028,Facilities,Southern,Open Tender,33665.59,32000.0,454,454,7,49,1,1,1,0,0,0.0,15,1,1,0,0.9505,-1665.59,0,0.0,0,0,0,0,0,0,0,0.0,1,55,High,Yes
TXN-000343,VEND-0026,Project Management,Northern,RFQ,7090.08,6462.39,193,193,2,15,1,1,0,0,0,0.0,10,0,0,0,0.9115,-627.69,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000344,VEND-0047,Operations,Sabah,RFQ,118681.98,116793.35,302,302,2,18,1,1,0,0,1,19063.1,7,0,0,0,0.9841,-1888.63,0,0.0,0,0,0,0,0,0,0,0.1606,0,0,Low,No
TXN-000345,VEND-0033,Facilities,Northern,Open Tender,55134.48,46243.21,398,398,6,57,1,1,0,0,0,0.0,2,0,0,0,0.8387,-8891.27,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000346,VEND-0087,Operations,Sarawak,Open Tender,25707.37,20000.0,325,210,6,32,1,1,0,0,1,11576.37,18,0,1,0,0.778,-5707.37,115,0.5476,0,0,0,0,0,0,0,0.4503,1,50,High,Yes
TXN-000347,VEND-0019,Project Management,East Coast,Direct Award,11627.63,8545.04,269,184,1,14,1,1,0,3,0,0.0,13,0,0,0,0.7349,-3082.59,85,0.462,1,0,1,0,0,0,1,0.0,0,70,High,Yes
TXN-000348,VEND-0088,Operations,East Coast,RFQ,14320.3,16095.93,120,120,3,19,1,1,1,1,1,370.58,0,0,0,0,1.124,1775.63,0,0.0,0,0,0,0,0,0,1,0.0259,0,50,High,Yes
TXN-000349,VEND-0009,Finance,East Coast,Panel Vendor,38786.72,35000.0,446,446,3,49,1,1,0,0,1,6124.37,11,0,1,0,0.9024,-3786.72,0,0.0,0,0,0,0,0,0,0,0.1579,0,5,Low,No
TXN-000350,VEND-0070,Corporate Services,East Coast,Direct Award,86996.35,69794.29,291,291,2,9,1,1,0,0,0,0.0,14,0,0,1,0.8023,-17202.06,0,0.0,1,0,0,0,0,0,0,0.0,0,30,Medium,No
TXN-000351,VEND-0118,Corporate Services,Sabah,Open Tender,164663.16,185793.88,404,404,1,2,1,1,0,1,0,0.0,14,0,0,0,1.1283,21130.72,0,0.0,0,0,1,1,0,0,1,0.0,0,50,High,Yes
TXN-000352,VEND-0025,Operations,East Coast,Open Tender,47112.52,42124.22,496,496,8,58,0,1,0,0,0,0.0,4,0,0,0,0.8941,-4988.3,0,0.0,0,0,0,0,1,0,0,0.0,0,15,Low,No
TXN-000353,VEND-0002,Project Management,Central,Panel Vendor,59311.62,49469.21,490,490,7,20,1,1,0,0,0,0.0,5,0,0,0,0.8341,-9842.41,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000354,VEND-0116,Corporate Services,Northern,Open Tender,16737.64,16728.78,14,14,6,22,1,1,0,0,1,2368.7,7,0,0,0,0.9995,-8.86,0,0.0,0,0,0,0,0,0,0,0.1415,0,0,Low,No
TXN-000355,VEND-0094,Operations,East Coast,RFQ,14781.34,13819.7,40,40,8,15,1,1,0,0,0,0.0,2,0,0,0,0.9349,-961.64,0,0.0,0,0,0,0,0,0,0,0.0,0,0,Low,No
TXN-000356,VEND-0112,Facilities,Central,Open Tender,45578.02,47000.0,224,224,5,19,1,1,0,0,0,0.0,18,0,1,0,1.0312,1421.98,0,0.0,0,0,0,0,0,0,0,0.0,1,30,Medium,No
TXN-000357,VEND-0010,Operations,Northern,RFQ,21526.83,16637.44,225,225,4,6,1,1,0,2,0,0.0,14,0,0,1,0.7729,-4889.39,0,0.0,0,0,0,1,0,0,1,0.0,0,40,Medium,No
